city,time,latitude,longitude,summary,precipIntensity,precipIntensityMax,precipProbability,precipType,temperatureMin,temperatureMax,dewPoint,humidity,pressure,windSpeed,cloudCover,visibility
Mangalore,2019-06-06 00:00:00,12.9141,74.856,Light rain in the afternoon and evening.,0.5812,2.0379,0.85,rain,26.01,33.95,23.71,0.71,1007.9,2.31,0.34,7.653
Mangalore,2018-08-01 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,23.97,29.72,24.07,0.86,,2.65,0.65,5.873
Mangalore,2018-08-22 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,24.02,28.81,23.3,0.86,,2.91,0.72,5.422
Mangalore,2018-10-09 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,,,,,22.97,31.74,23.42,0.8,,2.52,0.62,6.341
Mangalore,2018-10-07 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,,,,,23.95,31.66,24.21,0.81,,2.24,0.39,6.576
Mangalore,2019-09-25 00:00:00,12.9141,74.856,Light rain and humid throughout the day.,0.7876,2.6122,0.98,rain,24.02,30,22.93,0.83,1012.4,2.13,0.75,4.737
Mangalore,2018-06-21 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,23.07,27.7,22.32,0.87,,1.93,0.75,5.239
Mangalore,2018-10-14 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,24.02,30.84,23.3,0.85,,2.05,0.54,5.55
Mangalore,2019-07-30 00:00:00,12.9141,74.856,Possible light rain and humid throughout the day.,1.0239,2.0982,0.88,rain,24.31,29.99,23.93,0.81,1011.4,2.62,0.59,6.512
Mangalore,2019-03-15 00:00:00,12.9141,74.856,Humid throughout the day.,0.0007,0.003,0.02,rain,23.23,33.62,22.38,0.7,1012.6,2.89,0.24,7.077
Mangalore,2018-08-11 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,22.9,27.65,23.17,0.9,,3.87,0.75,4.523
Mangalore,2019-02-12 00:00:00,12.9141,74.856,Humid throughout the day.,0.0009,0.003,0.03,rain,23.06,35.66,20.55,0.64,1014.7,2.36,0.38,8.002
Mangalore,2019-08-01 00:00:00,12.9141,74.856,Light rain and humid throughout the day.,1.5685,2.294,0.93,rain,26.13,31.03,24.38,0.8,1010.3,5.3,0.67,7.338
Mangalore,2018-11-17 00:00:00,12.9141,74.856,"Light rain until night, starting again in the afternoon.",0.4871,2.4851,0.79,rain,24.08,33.75,22.71,0.72,1011.1,2.27,0.51,5.874
Mangalore,2019-06-08 00:00:00,12.9141,74.856,Humid throughout the day.,0.0316,0.398,0.58,rain,27.05,35.01,23.29,0.67,1006.1,4.75,0.36,8.624
Mangalore,2019-06-22 00:00:00,12.9141,74.856,Rain and humid throughout the day.,1.6989,3.3296,0.97,rain,24.92,30.77,24.1,0.82,1006.3,2.56,0.75,4.887
Mangalore,2019-07-16 00:00:00,12.9141,74.856,Rain and humid throughout the day.,1.075,2.7822,0.98,rain,23.96,29.9,22.99,0.8,1009,3.05,0.61,6.015
Mangalore,2019-01-04 00:00:00,12.9141,74.856,Clear throughout the day.,0.0008,0.0041,0.02,rain,20.17,34.35,12.92,0.47,1014.1,2.58,0,7.285
Mangalore,2018-10-10 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,,,,,24.88,32.81,24.78,0.79,,2.09,0.34,4.816
Mangalore,2018-11-14 00:00:00,12.9141,74.856,Clear throughout the day.,0.0002,0.0022,0.01,rain,21,34.47,19.04,0.62,1010.1,2.51,0.19,8.414
Mangalore,2019-09-12 00:00:00,12.9141,74.856,Possible drizzle overnight and in the morning.,0.1105,0.8173,0.79,rain,23.94,29.08,23.87,0.86,1012.4,1.4,0.63,4.613
Mangalore,2019-07-18 00:00:00,12.9141,74.856,Rain and humid throughout the day.,2.5864,6.3139,1,rain,24,26.83,23.02,0.87,1006,3.34,0.83,3.808
Mangalore,2019-09-16 00:00:00,12.9141,74.856,Light rain and humid throughout the day.,0.4172,0.8915,0.91,rain,24.21,30.06,23.91,0.85,1009.1,1.8,0.68,5.184
Mangalore,2018-08-27 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,24.02,28.74,23.26,0.85,,2.91,0.74,5.612
Mangalore,2019-04-28 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0166,0.043,0.33,rain,27.98,34.76,24.96,0.71,1009.1,2.33,0.42,7.058
Mangalore,2018-07-13 00:00:00,12.9141,74.856,Humid and mostly cloudy throughout the day.,,,,,24.08,28.86,24.13,0.86,,4.04,0.75,5.655
Mangalore,2019-07-10 00:00:00,12.9141,74.856,Light rain and humid throughout the day.,0.7,1.1102,0.97,rain,21.9,29.92,21.62,0.85,1011.1,2.96,0.75,6.043
Mangalore,2018-12-29 00:00:00,12.9141,74.856,Humid throughout the day.,0.0052,0.0222,0.09,rain,24.27,32.62,21.46,0.68,1014.4,2.62,0.25,5.621
Mangalore,2019-05-16 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0063,0.0177,0.11,rain,27,34.59,23.04,0.65,1010.5,3.52,0.43,6.53
Mangalore,2018-07-26 00:00:00,12.9141,74.856,Humid and mostly cloudy throughout the day.,,,,,26.04,29.73,23.99,0.81,,3.37,0.57,6.395
Mangalore,2019-06-10 00:00:00,12.9141,74.856,Rain and humid throughout the day.,2.3151,3.9868,0.99,rain,24.09,31.83,24.13,0.85,1006,4.17,0.65,5.912
Mangalore,2018-10-16 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,24.02,29.85,23.21,0.82,,2.36,0.44,6.599
Mangalore,2019-03-27 00:00:00,12.9141,74.856,Humid throughout the day.,0.0009,0.0041,0.03,rain,25.79,34.19,22.63,0.68,1012.7,2.36,0.26,6.159
Mangalore,2019-09-24 00:00:00,12.9141,74.856,Rain and humid throughout the day.,0.7717,2.8566,0.95,rain,23.99,29.98,23.54,0.84,1009.1,1.39,0.75,5.226
Mangalore,2019-06-27 00:00:00,12.9141,74.856,Possible light rain and humid throughout the day.,0.7769,1.1246,0.81,rain,26.95,31.12,24.03,0.73,1009.2,4.9,0.52,7.671
Mangalore,2018-11-11 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0037,0.0246,0.05,rain,23.94,33.64,22.17,0.71,1011.4,2.07,0.45,6.704
Mangalore,2018-09-17 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,25.03,31.79,23.39,0.79,,2.07,0.45,6.106
Mangalore,2019-01-25 00:00:00,12.9141,74.856,Clear throughout the day.,0.0027,0.0162,0.07,rain,22.15,30.54,18.01,0.63,1013.9,2.88,0.28,7.309
Mangalore,2019-07-01 00:00:00,12.9141,74.856,Possible light rain and humid throughout the day.,1.2935,1.666,0.89,rain,23.83,30.97,24.21,0.84,1008.1,2.99,0.53,6.421
Mangalore,2018-09-27 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,23.95,31.74,23.17,0.81,,2.18,0.37,5.829
Mangalore,2018-07-25 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,,,,,24.1,29.66,24.04,0.84,,3.84,0.53,6.047
Mangalore,2019-02-03 00:00:00,12.9141,74.856,Mostly cloudy throughout the day.,0.001,0.0049,0.02,rain,22.02,34.32,20.1,0.66,1014.2,2.6,0.5,6.439
Mangalore,2018-09-26 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,23.1,32.85,23.65,0.83,,2.06,0.68,6.482
Mangalore,2018-10-13 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,23.95,31.74,23.08,0.81,,2.05,0.53,4.723
Mangalore,2018-09-06 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,24.02,28.74,22.91,0.83,,2.44,0.49,5.197
Mangalore,2019-10-03 00:00:00,12.9141,74.856,Rain until afternoon.,1.4313,7.0219,0.94,rain,24.13,29.91,23.73,0.81,1011.8,1.91,0.46,5.06
Mangalore,2018-08-19 00:00:00,12.9141,74.856,Humid and mostly cloudy throughout the day.,,,,,23.97,28.66,23.82,0.87,,3.14,0.67,5.96
Mangalore,2019-10-16 00:00:00,12.9141,74.856,Rain and humid throughout the day.,1.0332,5.8524,0.95,rain,24.05,33.12,23.3,0.81,1010.5,2.51,0.52,5.384
Mangalore,2019-05-05 00:00:00,12.9141,74.856,Humid throughout the day.,0.0022,0.0161,0.04,rain,25.78,34.52,23.24,0.67,1010.3,3.33,0.26,6.719
Mangalore,2019-03-01 00:00:00,12.9141,74.856,Humid throughout the day.,0.0002,0.0011,0.01,rain,21.24,33.66,20.76,0.68,1010.4,2.92,0.35,8.722
Mangalore,2019-04-26 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0062,0.0195,0.09,rain,27,34.43,24.65,0.7,1008.6,2.42,0.38,6.805
Mangalore,2019-04-19 00:00:00,12.9141,74.856,Humid throughout the day.,0.0036,0.028,0.06,rain,24.9,35.62,22.7,0.67,1008.2,3.22,0.21,6.962
Mangalore,2019-08-31 00:00:00,12.9141,74.856,Rain and humid throughout the day.,1.5059,4.8041,0.99,rain,24.06,27.02,23.41,0.88,1008.4,1.49,0.75,4.252
Mangalore,2019-09-19 00:00:00,12.9141,74.856,"Possible light rain until morning, starting again in the evening.",0.2351,0.9124,0.79,rain,25.05,31,23.76,0.81,1009.5,1.46,0.48,5.251
Mangalore,2018-11-09 00:00:00,12.9141,74.856,Humid and mostly cloudy throughout the day.,0.0008,0.0041,0.03,rain,24.08,34.7,20.96,0.65,1011,2.16,0.65,6.286
Mangalore,2019-02-08 00:00:00,12.9141,74.856,Clear throughout the day.,0.0008,0.0042,0.04,rain,22.94,33.39,19.96,0.65,1013,3.04,0.27,7.313
Mangalore,2019-08-20 00:00:00,12.9141,74.856,Light rain and humid throughout the day.,0.6771,1.5506,0.96,rain,23.9,28.94,23.26,0.88,1010.4,1.68,0.76,3.643
Mangalore,2018-07-12 00:00:00,12.9141,74.856,Humid and mostly cloudy throughout the day.,,,,,23.15,27.72,23.43,0.88,,2.95,0.75,4.741
Mangalore,2018-10-06 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,,,,,26.04,33.68,24.25,0.77,,1.75,0.43,6.917
Mangalore,2019-02-16 00:00:00,12.9141,74.856,Clear throughout the day.,0.0015,0.0043,0.05,rain,22.97,33.59,19.87,0.64,1013.6,3.11,0.28,7.308
Mangalore,2019-01-01 00:00:00,12.9141,74.856,Clear throughout the day.,0.0009,0.0036,0.02,rain,19.9,33.25,13.6,0.48,1015.4,2.89,0.01,7.569
Mangalore,2018-12-28 00:00:00,12.9141,74.856,Humid throughout the day.,0.0016,0.0042,0.08,rain,23.97,33.53,22.16,0.72,1012.5,1.7,0.2,5.621
Mangalore,2019-09-07 00:00:00,12.9141,74.856,Rain and humid throughout the day.,1.537,2.5141,0.97,rain,23.19,29.97,23.55,0.87,1010.5,2.65,0.75,5.306
Mangalore,2018-10-01 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,,,,,24.1,32.66,23.69,0.78,,2.23,0.35,6.656
Mangalore,2019-01-31 00:00:00,12.9141,74.856,Partly cloudy throughout the day.,0.0018,0.0043,0.07,rain,22.04,33.54,19.56,0.65,1013.1,2.46,0.25,6.145
Mangalore,2018-08-31 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,24.02,29.81,23.18,0.82,,2.25,0.45,5.746
Mangalore,2018-07-16 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,24.13,29.71,23.95,0.85,,4.12,0.74,4.915
Mangalore,2019-04-30 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0727,0.1815,0.39,rain,27.22,33.9,24.01,0.69,1008.4,2.26,0.35,7.063
Mangalore,2018-10-17 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,,,,,24.02,31.81,23.33,0.79,,2.23,0.42,7.048
Mangalore,2019-05-18 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.1071,0.6441,0.32,rain,26.71,33.71,23.69,0.68,1009,2.66,0.45,6.912
Mangalore,2018-07-09 00:00:00,12.9141,74.856,Humid and mostly cloudy throughout the day.,,,,,25.03,29.79,24.73,0.85,,4.56,0.75,5.35
Mangalore,2018-06-25 00:00:00,12.9141,74.856,Humid and foggy throughout the day.,,,,,22.04,26.91,22.65,0.9,,1.76,0.75,3.282
Mangalore,2019-03-14 00:00:00,12.9141,74.856,Humid throughout the day.,0.0009,0.0041,0.02,rain,23.79,34.59,22.09,0.68,1012.5,1.94,0.12,6.529
Mangalore,2018-08-07 00:00:00,12.9141,74.856,Humid and mostly cloudy throughout the day.,,,,,25.03,27.72,23.94,0.86,,4.05,0.75,5.655
Mangalore,2019-08-08 00:00:00,12.9141,74.856,Rain and humid throughout the day.,4.3865,5.0189,1,rain,24.24,27.66,23.84,0.89,1008.2,5.17,0.75,3.883
Mangalore,2019-02-14 00:00:00,12.9141,74.856,Humid throughout the day.,0.0007,0.0026,0.04,rain,23.08,34.41,21.6,0.68,1013.9,2.78,0.25,6.79
Mangalore,2018-09-09 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,23.02,30.73,21.96,0.76,,2.5,0.22,6.09
Mangalore,2018-06-26 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,23.02,26.79,23.25,0.89,,2.19,0.75,3.995
Mangalore,2019-08-03 00:00:00,12.9141,74.856,Rain and humid throughout the day.,1.6237,2.437,0.96,rain,23.36,30.07,23.93,0.85,1010,4.21,0.73,6.126
Mangalore,2018-11-04 00:00:00,12.9141,74.856,Humid and mostly cloudy throughout the day.,0.0578,0.4326,0.35,rain,25.09,33.83,23.32,0.73,1011.6,2.06,0.46,6.484
Mangalore,2018-07-01 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,24.08,29.71,23.25,0.83,,2.08,0.66,5.81
Mangalore,2019-09-02 00:00:00,12.9141,74.856,Light rain and humid throughout the day.,1.2832,2.6447,0.99,rain,23.9,27.06,23.48,0.89,1009.5,1.37,0.75,4.258
Mangalore,2019-05-06 00:00:00,12.9141,74.856,Possible light rain in the afternoon.,0.2715,0.7981,0.71,rain,26.91,33.17,24.17,0.72,1010.9,2.73,0.38,6.302
Mangalore,2018-12-09 00:00:00,12.9141,74.856,Humid throughout the day.,0.0246,0.1187,0.2,rain,25.25,32.6,22.04,0.7,1011.7,1.89,0.37,5.005
Mangalore,2019-07-21 00:00:00,12.9141,74.856,Rain and humid throughout the day.,3.0289,4.5715,1,rain,22.97,26.81,22.36,0.89,1006.9,2.9,0.75,3.47
Mangalore,2019-05-12 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0047,0.0156,0.19,rain,27.96,33.67,23.08,0.65,1009.8,3.35,0.36,6.823
Mangalore,2019-08-15 00:00:00,12.9141,74.856,Light rain and humid throughout the day.,1.0791,1.7351,0.97,rain,24.07,29.89,23.19,0.86,1010.4,2.43,0.75,3.995
Mangalore,2019-05-11 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0058,0.0248,0.13,rain,26.86,34.6,22.98,0.66,1009.8,3.48,0.32,7.814
Mangalore,2019-02-09 00:00:00,12.9141,74.856,Clear throughout the day.,0.0018,0.0095,0.03,rain,22.86,32.45,20.45,0.67,1014.1,2.2,0.25,6.613
Mangalore,2018-10-30 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,22.04,33.66,20.05,0.65,,1.83,,6.385
Mangalore,2018-09-12 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,22.97,31.66,22,0.76,,2.81,0.24,5.809
Mangalore,2018-12-15 00:00:00,12.9141,74.856,Partly cloudy throughout the day.,0.0006,0.0062,0.04,rain,22.19,31.9,17.98,0.61,1012.4,1.56,0.62,5.525
Mangalore,2018-10-26 00:00:00,12.9141,74.856,Clear throughout the day.,,,,,24.02,34.71,20.39,0.63,,2.1,,6.004
Mangalore,2018-07-30 00:00:00,12.9141,74.856,Humid and mostly cloudy throughout the day.,,,,,26.04,29.73,23.87,0.8,,3.96,0.61,6.787
Mangalore,2019-08-18 00:00:00,12.9141,74.856,Light rain and humid throughout the day.,0.3964,1.6164,0.91,rain,23.98,29.84,23.11,0.83,1010.5,1.55,0.74,6.188
Mangalore,2019-08-02 00:00:00,12.9141,74.856,Light rain and humid throughout the day.,1.3424,1.9708,0.93,rain,25,31.05,24.75,0.8,1010.4,5.2,0.67,7.297
Mangalore,2018-12-22 00:00:00,12.9141,74.856,Humid throughout the day.,0.1735,1.3047,0.36,rain,23.96,33.64,21.57,0.69,1011.6,1.38,0.21,5.943
Mangalore,2019-09-17 00:00:00,12.9141,74.856,Possible light rain and humid throughout the day.,0.3312,0.8307,0.91,rain,25.13,30.79,23.88,0.81,1008.7,1.96,0.76,6.313
Mangalore,2019-06-04 00:00:00,12.9141,74.856,Possible light rain overnight.,0.0889,0.3068,0.44,rain,27.05,34.74,24.65,0.72,1007.4,2.18,0.3,6.602
Mangalore,2019-08-21 00:00:00,12.9141,74.856,Rain and humid throughout the day.,1.2666,2.4373,0.99,rain,24.01,27.79,23.14,0.88,1010.1,1,0.77,3.491
Mangalore,2019-06-26 00:00:00,12.9141,74.856,Possible light rain and humid throughout the day.,1.2833,2.1451,0.94,rain,23.92,30.97,23.51,0.83,1008.9,2.86,0.72,5.122
Mangalore,2018-09-20 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,,,,,24.91,31.66,22.74,0.75,,2.38,0.29,6.439
Mangalore,2019-08-25 00:00:00,12.9141,74.856,Light rain and humid throughout the day.,0.4694,0.8477,0.91,rain,23,29.06,22.62,0.89,1009.5,0.99,0.7,4.063
Mangalore,2018-11-21 00:00:00,12.9141,74.856,Possible light rain in the evening.,0.3877,2.0817,0.48,rain,25.05,34.61,21.35,0.63,1011.1,1.96,0.43,7.255
Mangalore,2019-01-23 00:00:00,12.9141,74.856,Clear throughout the day.,0.0014,0.0074,0.03,rain,22.99,31.36,18.84,0.63,1013.8,3.14,0.13,6.613
Mangalore,2018-09-28 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,24.02,31.69,23.69,0.84,,2.03,0.68,6.129
Mangalore,2019-05-31 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0484,0.3996,0.34,rain,26.05,33.91,24.15,0.71,1008.5,2.49,0.43,6.722
Mangalore,2018-10-15 00:00:00,12.9141,74.856,Humid and foggy throughout the day.,,,,,23.1,31.68,23.97,0.86,,1.56,0.53,3.73
Mangalore,2018-08-29 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,24.02,28.89,23.17,0.86,,3,0.68,6.052
Mangalore,2018-11-10 00:00:00,12.9141,74.856,Humid and mostly cloudy throughout the day.,0.0016,0.0042,0.04,rain,23.06,33.64,21.45,0.68,1012,2.07,0.78,7.432
Mangalore,2019-02-07 00:00:00,12.9141,74.856,Partly cloudy throughout the day.,0.0003,0.0041,0.02,rain,24.07,32.26,19.77,0.65,1013.2,3.64,0.44,7.42
Mangalore,2019-01-10 00:00:00,12.9141,74.856,Humid throughout the day.,0.0009,0.0041,0.04,rain,21.88,32.5,20.77,0.72,1013.5,2.61,0.09,5.569
Mangalore,2018-08-26 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,23.95,28.81,23.12,0.86,,3.04,0.72,5.051
Mangalore,2019-07-24 00:00:00,12.9141,74.856,Rain and humid throughout the day.,1.0448,2.5773,0.99,rain,23.93,28.98,23.43,0.86,1010,1.31,0.75,4.215
Mangalore,2019-03-02 00:00:00,12.9141,74.856,Humid throughout the day.,0.0135,0.1143,0.12,rain,24.91,32.68,20.97,0.66,1010.8,4.02,0.28,9.951
Mangalore,2018-07-29 00:00:00,12.9141,74.856,Humid and mostly cloudy throughout the day.,,,,,26.04,28.74,24.51,0.85,,3.09,0.7,5.873
Mangalore,2019-03-20 00:00:00,12.9141,74.856,Humid throughout the day.,0.0002,0.002,0.02,rain,24.79,33.56,20.38,0.61,1011.8,2.9,0.19,8.014
Mangalore,2018-09-23 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,,,,,22.97,31.66,22.65,0.78,,2.62,0.33,6.221
Mangalore,2019-04-21 00:00:00,12.9141,74.856,Humid throughout the day.,0.0017,0.0043,0.07,rain,25.72,34.51,23.26,0.68,1007.7,3.39,0.21,7.134
Mangalore,2018-11-29 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.021,0.1893,0.09,rain,24.91,34.48,22.62,0.71,1013.5,1.54,0.42,5.652
Mangalore,2018-11-12 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0027,0.0227,0.04,rain,24.04,33.67,22.16,0.71,1010.2,2.42,0.52,5.663
Mangalore,2019-01-20 00:00:00,12.9141,74.856,Clear throughout the day.,0.0007,0.0042,0.01,rain,21.02,31.66,17.23,0.59,1013.7,2.21,0.3,6.473
Mangalore,2018-10-12 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,,,,,24.02,31.74,23.91,0.8,,2.56,0.51,4.264
Mangalore,2019-04-27 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0076,0.0339,0.07,rain,25.96,34.44,24.44,0.71,1008.2,2.46,0.36,5.974
Mangalore,2019-04-20 00:00:00,12.9141,74.856,Humid throughout the day.,0.0018,0.013,0.04,rain,24.96,35.57,23.18,0.68,1008.1,2.91,0.24,7.482
Mangalore,2018-07-23 00:00:00,12.9141,74.856,Humid and mostly cloudy throughout the day.,,,,,25.03,29.66,24.02,0.84,,4.88,0.75,5.503
Mangalore,2018-07-03 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,24,29.73,24.17,0.86,,2.53,0.71,5.306
Mangalore,2019-08-04 00:00:00,12.9141,74.856,Rain and humid throughout the day.,2.2754,3.5319,0.99,rain,23.17,29.12,23.55,0.86,1009,4.5,0.75,4.904
Mangalore,2019-05-02 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0072,0.0271,0.06,rain,25.95,33.93,21.93,0.64,1009.9,2.51,0.25,6.453
Mangalore,2019-08-13 00:00:00,12.9141,74.856,Rain and humid throughout the day.,1.9714,3.4865,0.99,rain,23.01,25.9,22.62,0.9,1010.3,2.67,0.75,2.763
Mangalore,2019-02-21 00:00:00,12.9141,74.856,Humid throughout the day.,0.0013,0.0041,0.03,rain,22.94,36.44,19.84,0.63,1012.7,2.63,0.22,7.225
Mangalore,2019-07-19 00:00:00,12.9141,74.856,Rain and humid throughout the day.,3.8275,7.2045,1,rain,22.95,27.89,23.24,0.89,1005.8,3.46,0.75,4.058
Mangalore,2019-08-14 00:00:00,12.9141,74.856,Light rain and humid throughout the day.,0.9342,2.0167,0.96,rain,24.03,27.9,23.43,0.87,1011.2,2.34,0.75,5.266
Mangalore,2019-10-18 00:00:00,12.9141,74.856,"Possible light rain until morning, starting again in the evening.",0.4581,1.9624,0.93,rain,23.9,31.46,23.23,0.8,1010.9,2.7,0.63,6.853
Mangalore,2019-01-29 00:00:00,12.9141,74.856,Clear throughout the day.,0.0011,0.0042,0.06,rain,22.11,34.32,19.32,0.63,1013.5,2.32,0.08,6.439
Mangalore,2019-03-24 00:00:00,12.9141,74.856,Humid throughout the day.,0.0281,0.2584,0.12,rain,25.71,34.51,22.97,0.68,1010.2,2.4,0.15,6.79
Mangalore,2019-02-23 00:00:00,12.9141,74.856,Humid throughout the day.,0.0017,0.0052,0.04,rain,22.83,36.34,19.09,0.62,1010.5,2.9,0.23,7.747
Mangalore,2018-12-27 00:00:00,12.9141,74.856,Humid throughout the day.,0.0008,0.0031,0.03,rain,23.99,33.42,22.51,0.73,1011,1.57,0.17,5.444
Mangalore,2019-01-19 00:00:00,12.9141,74.856,Overcast throughout the day.,0.0004,0.0026,0.02,rain,20.11,33.42,16.69,0.58,1013.8,2.58,0.66,5.612
Mangalore,2019-02-27 00:00:00,12.9141,74.856,Clear throughout the day.,0.001,0.0024,0.04,rain,23.08,33.23,18.34,0.6,1010.7,3.33,0.24,8.277
Mangalore,2018-12-26 00:00:00,12.9141,74.856,Humid throughout the day.,0.0642,0.2107,0.18,rain,24.08,32.58,22.81,0.75,1012.6,1.96,0.23,4.8
Mangalore,2019-05-27 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0355,0.1915,0.25,rain,28.02,34.59,24.09,0.68,1007.8,2.58,0.32,6.364
Mangalore,2019-07-22 00:00:00,12.9141,74.856,Rain and humid throughout the day.,1.7814,3.0597,1,rain,23.04,26.01,22.21,0.89,1007.5,2.43,0.75,3.032
Mangalore,2018-09-10 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,23.95,30.73,22,0.75,,2.79,0.29,6.438
Mangalore,2018-08-13 00:00:00,12.9141,74.856,Humid and foggy throughout the day.,,,,,23.97,26.74,23.65,0.91,,4.8,0.75,3.588
Mangalore,2019-01-27 00:00:00,12.9141,74.856,Clear throughout the day.,0.0017,0.0041,0.06,rain,20.1,33.3,17.36,0.6,1014.3,2.31,0.13,7.016
Mangalore,2018-08-20 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,24.02,28.74,23.51,0.86,,2.87,0.7,6.178
Mangalore,2018-06-24 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,23.07,29.71,23.23,0.86,,2.27,0.74,4.464
Mangalore,2019-03-13 00:00:00,12.9141,74.856,Humid throughout the day.,0.0018,0.0042,0.04,rain,23.71,35.49,21.95,0.69,1012.7,2.4,0.05,6.79
Mangalore,2018-09-14 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,24.02,31.79,22.69,0.76,,2.9,0.23,6.025
Mangalore,2018-10-05 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,23.95,34.66,24.04,0.81,,1.6,0.72,7
Mangalore,2019-09-22 00:00:00,12.9141,74.856,"Possible drizzle until morning, starting again in the evening.",0.2091,0.408,0.69,rain,25.18,31.05,23.65,0.78,1009.5,0.68,0.65,5.735
Mangalore,2018-08-03 00:00:00,12.9141,74.856,Humid and mostly cloudy throughout the day.,,,,,24.02,28.81,23.52,0.84,,3.08,0.68,5.742
Mangalore,2019-02-18 00:00:00,12.9141,74.856,Humid throughout the day.,0.0012,0.0051,0.03,rain,21,31.61,19.85,0.69,1011.7,2.15,0.08,6.83
Mangalore,2018-09-07 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,22.95,29.66,22.52,0.82,,1.92,0.39,6.264
Mangalore,2019-03-30 00:00:00,12.9141,74.856,Humid throughout the day.,0.0046,0.0262,0.06,rain,25.87,34.59,23.56,0.71,1011.7,2.09,0.3,6.468
Mangalore,2018-11-27 00:00:00,12.9141,74.856,Clear throughout the day.,0.0013,0.0063,0.03,rain,22.04,33.58,18.5,0.6,1012.3,2.15,0,5.96
Mangalore,2019-03-05 00:00:00,12.9141,74.856,Clear throughout the day.,0.0007,0.0032,0.03,rain,23,32.52,20.07,0.66,1011.3,4.08,0.11,7.309
Mangalore,2019-05-20 00:00:00,12.9141,74.856,Humid throughout the day.,0.0248,0.145,0.13,rain,26.78,34.75,24.43,0.72,1010,2.56,0.31,5.625
Mangalore,2019-08-22 00:00:00,12.9141,74.856,Light rain and humid throughout the day.,0.8555,2.5244,0.98,rain,23.25,26.8,22.79,0.89,1010.9,1.29,0.75,2.71
Mangalore,2018-11-13 00:00:00,12.9141,74.856,Humid throughout the day.,0.0005,0.0031,0.01,rain,21.86,33.46,20.73,0.68,1009.8,2.32,0.29,5.612
Mangalore,2019-10-01 00:00:00,12.9141,74.856,Humid throughout the day.,0.0181,0.1664,0.18,rain,23.98,31.82,23.05,0.75,1012.2,1.87,0.35,7.748
Mangalore,2018-08-16 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,24.02,28.68,23.13,0.86,,4.86,0.75,5.09
Mangalore,2018-09-08 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,23.02,29.88,22.34,0.81,,2.21,0.29,5.872
